codigo_municipio;nome_municipio;ec_por_1000_trabalhadores
4108304;Foz do Iguaçu;43,59
4108452;Foz do Jordão;0
4205506;Fraiburgo;11,85
3516200;Franca;31,66
2204006;Francinópolis;0
4108320;Francisco Alves;9,82
2204105;Francisco Ayres;25,18
3126505;Francisco Badaró;8,32
4108403;Francisco Beltrão;26,74
2403905;Francisco Dantas;0
3126604;Francisco Dumont;0
2204154;Francisco Macedo;0
3516309;Francisco Morato;20,38
2204204;Francisco Santos;32,33
3126703;Francisco Sá;1,28
3126752;Franciscópolis;0
3516408;Franco da Rocha;9,36
2304509;Frecheirinha;2,09
4308508;Frederico Westphalen;51,4
3126802;Frei Gaspar;1,81
3126901;Frei Inocêncio;9,23
3126950;Frei Lagonegro;0
2506202;Frei Martinho;0
2605806;Frei Miguelinho;29,67
2802304;Frei Paulo;7,1
4205555;Frei Rogério;0
3127008;Fronteira;9,8
3127057;Fronteira dos Vales;31,39
2204303;Fronteiras;23,07
3127073;Fruta de Leite;4,22
3127107;Frutal;25,86
2404002;Frutuoso Gomes;2,58
3202207;Fundão;28,08
3127206;Funilândia;1,64
1707553;Fátima;3,45
2910750;Fátima;2,7
5003801;Fátima do Sul;49,5
4107702;Fênix;2,71
3516507;Gabriel Monteiro;35,35
2506251;Gado Bravo;0
3127305;Galiléia;2,05
2404101;Galinhos;0
4205605;Galvão;3,34
2605905;Gameleira;2,78
5208152;Gameleira de Goiás;5,59
3127339;Gameleiras;0
2911204;Gandu;17,83
2606002;Garanhuns;41,77
2802403;Gararu;0
4308607;Garibaldi;12,89
4205704;Garopaba;51,4
1503077;Garrafão do Norte;2,15
4308656;Garruchos;0
4205803;Garuva;8,35
3516705;Garça;55,86
4205902;Gaspar;24,25
3516804;Gastão Vidigal;12,44
4308706;Gaurama;180,17
2911253;Gavião;0
3516853;Gavião Peixoto;1,4
5103858;Gaúcha do Norte;9,67
2204352;Geminiano;11,43
4108502;General Carneiro;9,87
5103908;General Carneiro;9,63
4308805;General Câmara;5,11
2802502;General Maynard;0
3516903;General Salgado;7,36
2304608;General Sampaio;3,12
4308854;Gentil;0
2911303;Gentio do Ouro;26,26
3517000;Getulina;0,58
4308904;Getúlio Vargas;18,98
2204402;Gilbués;4,98
2702900;Girau do Ponciano;10,33
4309001;Giruá;21,26
3127354;Glaucilândia;0
3517109;Glicério;6,44
4309050;Glorinha;6,53
2911402;Glória;0
5103957;Glória D'Oeste;2,61
5004007;Glória de Dourados;5,73
2606101;Glória do Goitá;4,44
2104305;Godofredo Viana;1,43
4108551;Godoy Moreira;0
3127370;Goiabeira;4,62
2606200;Goiana;5,63
5208509;Goiandira;1,8
2404200;Goianinha;2,88
5208806;Goianira;18,15
1708304;Goianorte;4,12
3127388;Goianá;0
5208400;Goianápolis;19,89
5208608;Goianésia;15,71
1503093;Goianésia do Pará;14,3
1709005;Goiatins;19,78
5209101;Goiatuba;13,18
4108601;Goioerê;19,14
4108650;Goioxim;7,27
5208905;Goiás;36,8
5208707;Goiânia;29,88
2911501;Gongogi;2,51
3127503;Gonzaga;14,74
3127404;Gonçalves;7
2104404;Gonçalves Dias;24,96
3127602;Gouveia;5,01
5209150;Gouvelândia;5,94
2104503;Governador Archer;173,71
4206009;Governador Celso Ramos;15,9
2404309;Governador Dix-Sept Rosado;5,07
2104552;Governador Edison Lobão;9,98
2104602;Governador Eugênio Barros;9,82
1101005;Governador Jorge Teixeira;22,81
3202256;Governador Lindenberg;0,8
2104628;Governador Luiz Rocha;17,89
2911600;Governador Mangabeira;4,86
2104651;Governador Newton Bello;0
2104677;Governador Nunes Freire;0,76
3127701;Governador Valadares;33,83
2802601;Gracho Cardoso;19,78
2104800;Grajaú;19
4309100;Gramado;74,13
4309159;Gramado Xavier;21,43
4309126;Gramado dos Loureiros;6,92
4108700;Grandes Rios;0
2606309;Granito;4,75
2304707;Granja;4,93
2304806;Granjeiro;1,22
4206207;Gravatal;11,26
4309209;Gravataí;54,72
2606408;Gravatá;30,19
2304657;Graça;4,02
2104701;Graça Aranha;23,67
2304905;Groaíras;52,38
2404408;Grossos;0,58
3127909;Grupiara;15,23
3127800;Grão Mogol;2,6
4206108;Grão Pará;3,02
4309258;Guabiju;0
4206306;Guabiruba;4,44
2204501;Guadalupe;54,55
3517307;Guaimbê;13,42
4108908;Guairaçá;4,62
3517208;Guaiçara;6,14
2304954;Guaiúba;5,62
1301654;Guajará;10,45
1100106;Guajará-Mirim;12,6
2911659;Guajeru;2,56
2404507;Guamaré;4,02
4108957;Guamiranga;12,57
2911709;Guanambi;20,38
3128006;Guanhães;30,87
3517604;Guapiara;10,04
3517505;Guapiaçu;9,21
3301850;Guapimirim;10,93
4109005;Guapirama;8,31
4109104;Guaporema;0
4309407;Guaporé;195,76
3128105;Guapé;7,73
5209200;Guapó;3,95
2506301;Guarabira;23,33
3517901;Guaraci;4,25
4109203;Guaraci;1,2
3128204;Guaraciaba;10,26
4206405;Guaraciaba;30,77
2305001;Guaraciaba do Norte;23,39
3128253;Guaraciama;21,65
2305100;Guaramiranga;5,06
4206504;Guaramirim;15,5
3128402;Guarani;7,06
3518008;Guarani d'Oeste;112,47
4309506;Guarani das Missões;25,56
5209408;Guarani de Goiás;0
4109302;Guaraniaçu;18,69
3518107;Guarantã;1,54
5104104;Guarantã do Norte;69,26
3128303;Guaranésia;5,43
3202405;Guarapari;28,77
4109401;Guarapuava;18,87
4109500;Guaraqueçaba;31,69
3518206;Guararapes;14,3
3518305;Guararema;25,76
3128501;Guarará;0
2911808;Guaratinga;9,56
3518404;Guaratinguetá;15,2
4109609;Guaratuba;30,26
3517802;Guaraçaí;6,64
1709302;Guaraí;15,19
5209291;Guaraíta;0
3128600;Guarda-Mor;5,64
3518503;Guareí;12,57
3518602;Guariba;7,94
2204550;Guaribas;15,77
5209457;Guarinos;4,59
3518701;Guarujá;20,29
4206603;Guarujá do Sul;8,86
3518800;Guarulhos;20,85
3517703;Guará;5,72
4206652;Guatambú;3,23
3518859;Guatapará;1,69
3128709;Guaxupé;21,52
3202306;Guaçuí;16,43
4309308;Guaíba;43,56
3517406;Guaíra;5,62
4108809;Guaíra;9,55
5004106;Guia Lopes da Laguna;2,52
3128808;Guidoval;3,57
3128907;Guimarânia;31,37
2104909;Guimarães;10,51
5104203;Guiratinga;4,87
3129004;Guiricema;1,58
3129103;Gurinhatã;0
2506400;Gurinhém;5,87
2506509;Gurjão;0
1709500;Gurupi;25,62
1503101;Gurupá;2,76
3518909;Guzolândia;10,2
3516606;Gália;34,04
4309555;Harmonia;18,87
5209606;Heitoraí;16,99
3129202;Heliodora;16,35
2911857;Heliópolis;5,75
3519006;Herculândia;4,88
4307104;Herval;4,63
4206702;Herval d'Oeste;15,86
4309571;Herveiras;0
5209804;Hidrolina;13,28
2305209;Hidrolândia;14,45
5209705;Hidrolândia;21,59
3519055;Holambra;12,55
4109658;Honório Serpa;0
2305233;Horizonte;5,51
4309605;Horizontina;31,22
3519071;Hortolândia;127,13
2204600;Hugo Napoleão;0
4309654;Hulha Negra;0
1301704;Humaitá;20,65
4309704;Humaitá;51,58
2105005;Humberto de Campos;20,19
3519105;Iacanga;6,51
5209903;Iaciara;2,92
3519204;Iacri;0
3129301;Iapu;14,17
3519253;Iaras;3,78
2606507;Iati;3,12
2911907;Iaçu;7,04
4109708;Ibaiti;18,73
4309753;Ibarama;0
2305266;Ibaretama;5,72
2703007;Ibateguara;15,15
3202454;Ibatiba;35,07
3519303;Ibaté;17,75
4109757;Ibema;7,59
3129400;Ibertioga;2,76
4206751;Ibiam;0
2305308;Ibiapina;12,55
2506608;Ibiara;8,21
2912004;Ibiassucê;1,3
4309803;Ibiaçá;14,02
3129608;Ibiaí;2,45
2912103;Ibicaraí;18,87
4206801;Ibicaré;1,27
2912202;Ibicoara;1,04
2305332;Ibicuitinga;3,11
2912301;Ibicuí;9,25
2606606;Ibimirim;18,39
2912400;Ibipeba;4,24
2912509;Ibipitanga;1,38
4109807;Ibiporã;17,19
2912608;Ibiquera;0
3129657;Ibiracatu;0
3129707;Ibiraci;10,41
4309902;Ibiraiaras;9,23
2606705;Ibirajuba;2,21
4206900;Ibirama;15,08
2912707;Ibirapitanga;30,97
4309951;Ibirapuitã;12,59
2912806;Ibirapuã;2,51
3519501;Ibirarema;9,76
2912905;Ibirataia;24,1
3202504;Ibiraçu;4,17
3129806;Ibirité;20,68
4310009;Ibirubá;47,64
3519402;Ibirá;22,16
2913002;Ibitiara;16,98
3519600;Ibitinga;18,6
3202553;Ibitirama;45,77
2913101;Ibititá;0
3129905;Ibitiúra de Minas;2,08
3130002;Ibituruna;0
3129509;Ibiá;13,31
3519709;Ibiúna;13,5
2913200;Ibotirama;37,25
2305357;Icapuí;7,48
3130051;Icaraí de Minas;5,71
4109906;Icaraíma;8,72
2105104;Icatu;1,61
2913309;Ichu;0
3202603;Iconha;11,42
3519808;Icém;5,68
2305407;Icó;10,58
2404606;Ielmo Marinho;1,45
3519907;Iepê;7,41
2703106;Igaci;5,11
2913408;Igaporã;6,67
2502607;Igaracy;0
3520103;Igarapava;10,01
3130101;Igarapé;8,14
2105203;Igarapé Grande;24,34
2105153;Igarapé do Meio;0
1503200;Igarapé-Açu;4,67
1503309;Igarapé-Miri;3,16
2606804;Igarassu;11,21
3130200;Igaratinga;39,95
3520202;Igaratá;34,92
3520004;Igaraçu do Tietê;8,45
2913457;Igrapiúna;5,65
2703205;Igreja Nova;2,61
4310108;Igrejinha;8,04
3301876;Iguaba Grande;30,87
3520301;Iguape;20,86
2606903;Iguaracy;0
4110003;Iguaraçu;54,33
3130309;Iguatama;8,73
5004304;Iguatemi;6,17
2305506;Iguatu;16,07
4110052;Iguatu;0
2913507;Iguaí;19,89
3130408;Ijaci;1,6
4310207;Ijuí;28,6
3520426;Ilha Comprida;9,34
2204659;Ilha Grande;31,77
3520442;Ilha Solteira;17,01
2802700;Ilha das Flores;5,07
2607604;Ilha de Itamaracá;4,31
3520400;Ilhabela;18,9
4207106;Ilhota;5,4
2913606;Ilhéus;45,73
3130507;Ilicínea;8,09
4310306;Ilópolis;7,69
2506707;Imaculada;1,93
4207205;Imaruí;10,88
4110078;Imbaú;3,28
4207304;Imbituba;21,45
4110102;Imbituva;27,82
4207403;Imbuia;6,07
4310330;Imbé;11,49
3130556;Imbé de Minas;1,51
4310363;Imigrante;0,73
2105302;Imperatriz;24,4
5209937;Inaciolândia;3,48
2607000;Inajá;0,6
4110300;Inajá;5,9
3130606;Inconfidentes;64,92
3130655;Indaiabira;1,6
4207502;Indaial;15,13
3520509;Indaiatuba;42,39
2305605;Independência;11,14
4310405;Independência;2,94
3520608;Indiana;7,13
3130705;Indianópolis;9,17
4110409;Indianópolis;2
3520707;Indiaporã;1,56
5209952;Indiara;18,32
2802809;Indiaroba;25,9
5104500;Indiavaí;2,66
2607109;Ingazeira;0
3130804;Ingaí;0
2506806;Ingá;1,33
4310413;Inhacorá;9,65
2913705;Inhambupe;21,1
1503408;Inhangapi;0
2703304;Inhapi;3,69
3130903;Inhapim;20,7
3131000;Inhaúma;19,82
2204709;Inhuma;4,37
5210000;Inhumas;24,37
3131109;Inimutaba;13,7
5004403;Inocência;3,61
4110201;Inácio Martins;2,66
3520806;Inúbia Paulista;6,1
4207577;Iomerê;4,68
3131158;Ipaba;7,11
5210109;Ipameri;9,19
3131208;Ipanema;11,86
2404705;Ipanguaçu;1,49
2305654;Ipaporanga;9,13
3131307;Ipatinga;26,9
2305704;Ipaumirim;3,9
3520905;Ipaussu;10,76
2913804;Ipecaetá;0,7
3521002;Iperó;6,81
3521101;Ipeúna;5,25
3131406;Ipiaçu;7,36
2913903;Ipiaú;19,4
3521150;Ipiguá;7,32
4207601;Ipira;5,85
4110508;Ipiranga;10,34
5210158;Ipiranga de Goiás;16,13
5104526;Ipiranga do Norte;19,86
2204808;Ipiranga do Piauí;8,85
4310462;Ipiranga do Sul;0
2914000;Ipirá;20,1
1301803;Ipixuna;0
1503457;Ipixuna do Pará;2,63
2607208;Ipojuca;9,64
3521200;Iporanga;0
5210208;Iporá;32,41
4110607;Iporã;12,38
4207650;Iporã do Oeste;24,7
2305803;Ipu;78,46
4207684;Ipuaçu;2,21
2607307;Ipubi;11,33
2404804;Ipueira;0
1709807;Ipueiras;0
2305902;Ipueiras;9,74
3131505;Ipuiúna;44,05
4207700;Ipumirim;6,92
2914109;Ipupiara;7,1
3521309;Ipuã;12,24
4310439;Ipê;1,39
1400282;Iracema;0
2306009;Iracema;31,35
4110656;Iracema do Oeste;0
4207759;Iraceminha;0
3521408;Iracemápolis;13,31
2914208;Irajuba;26,52
2914307;Iramaia;4,12
1301852;Iranduba;4,84
4207809;Irani;23,16
3521606;Irapuru;18,61
3521507;Irapuã;7,69
2914406;Iraquara;17,57
2914505;Irará;14,14
4110706;Irati;21,33
4207858;Irati;6,13
2306108;Irauçuba;31,03
4310504;Iraí;52,52
3131604;Iraí de Minas;11,54
2914604;Irecê;34,56
4110805;Iretama;4,07
4207908;Irineópolis;10,46
1503507;Irituia;9,67
3202652;Irupi;9,86
2204907;Isaías Coelho;0
5210307;Israelândia;0
4310538;Itaara;325,79
2506905;Itabaiana;45,81
2802908;Itabaiana;42,41
2803005;Itabaianinha;19,12
2914653;Itabela;12,21
2914703;Itaberaba;11,61
5210406;Itaberaí;9,2
3521705;Itaberá;5,05
2803104;Itabi;4,85
3131703;Itabira;60,9
3131802;Itabirinha;20,7
3131901;Itabirito;11,01
3301900;Itaboraí;19,79
2914802;Itabuna;25,95
1710508;Itacajá;0
3132008;Itacambira;0
3132107;Itacarambi;7,77
2914901;Itacaré;10,5
1301902;Itacoatiara;8,79
2607406;Itacuruba;55,8
4310553;Itacurubi;6,97
2915007;Itaeté;8,97
2915106;Itagi;34,94
2915205;Itagibá;5,32
2915304;Itagimirim;10,91
4110904;Itaguajé;0
3132206;Itaguara;22,48
5210562;Itaguari;5,97
5210604;Itaguaru;23,53
1710706;Itaguatins;0
3202702;Itaguaçu;52,44
2915353;Itaguaçu da Bahia;0
3302007;Itaguaí;14,16
2205003;Itainópolis;15,56
2105351;Itaipava do Grajaú;0
4110953;Itaipulândia;35,44
3132305;Itaipé;24,15
2306256;Itaitinga;21,17
1503606;Itaituba;19,04
2306207;Itaiçaba;0
4208104;Itaiópolis;15,79
4208203;Itajaí;30,94
3521903;Itajobi;6,49
3522000;Itaju;1,03
2915403;Itaju do Colônia;4,08
3132404;Itajubá;36,09
2915502;Itajuípe;2,6
2404853;Itajá;16,91
5210802;Itajá;0
3302056;Italva;9,25
2915601;Itamaraju;25,52
3132503;Itamarandiba;20,51
1301951;Itamarati;0
3132602;Itamarati de Minas;11,13
2915700;Itamari;16,47
3132701;Itambacuri;9,54
4111001;Itambaracá;20,54
2607653;Itambé;8,22
2915809;Itambé;9,44
4111100;Itambé;15,98
3132800;Itambé do Mato Dentro;0
3132909;Itamogi;19,03
3133006;Itamonte;14,81
2915908;Itanagra;4,07
3133105;Itanhandu;9,65
5104542;Itanhangá;10,16
3522109;Itanhaém;35,77
3133204;Itanhomi;28,55
2916005;Itanhém;13,59
3133303;Itaobim;22,42
3302106;Itaocara;26,89
5210901;Itapaci;28,67
3133402;Itapagipe;12,58
2306306;Itapajé;18,88
2916104;Itaparica;7,86
2916302;Itapebi;2,54
3133501;Itapecerica;9,68
3522208;Itapecerica da Serra;17,59
2105401;Itapecuru Mirim;13
4111209;Itapejara d'Oeste;16,06
4208302;Itapema;24,61
3202801;Itapemirim;13,18
3302205;Itaperuna;25,36
4111258;Itaperuçu;13,59
2607703;Itapetim;12,21
2916401;Itapetinga;11,3
3522307;Itapetininga;20,42
3133600;Itapeva;11,82
3522406;Itapeva;12,04
3522505;Itapevi;55,41
2916500;Itapicuru;2,97
2306405;Itapipoca;11,88
3522604;Itapira;25,21
1302009;Itapiranga;5,65
4208401;Itapiranga;11,45
5211008;Itapirapuã;4,78
3522653;Itapirapuã Paulista;1,44
1710904;Itapiratins;1,96
2607752;Itapissuma;2,72
2916609;Itapitanga;2
2306504;Itapiúna;0
2507002;Itaporanga;18,67
3522802;Itaporanga;41,42
2803203;Itaporanga d'Ajuda;8,69
2507101;Itapororoca;3,66
5004502;Itaporã;21,81
1711100;Itaporã do Tocantins;2,24
4208450;Itapoá;14,91
4310579;Itapuca;0
3523008;Itapura;3,42
5211206;Itapuranga;22,62
1101104;Itapuã do Oeste;6,33
3522901;Itapuí;186,51
2916203;Itapé;12,2
3523107;Itaquaquecetuba;15,57
2916708;Itaquara;0
4310603;Itaqui;13,88
5004601;Itaquiraí;5,72
2607802;Itaquitinga;8,23
3202900;Itarana;23,32
2916807;Itarantim;9,13
3523206;Itararé;17,99
2306553;Itarema;0,91
3523305;Itariri;10,98
5211305;Itarumã;61,52
4310652;Itati;6,54
3302254;Itatiaia;24,8
3133709;Itatiaiuçu;4,28
3523404;Itatiba;32,45
4310702;Itatiba do Sul;2,93
2916856;Itatim;14,48
3523503;Itatinga;15,21
2306603;Itatira;12,67
2507200;Itatuba;2,19
1600253;Itaubal;0
2205102;Itaueira;11,53
5211404;Itauçu;7,93
3133907;Itaverava;8,47
3521804;Itaí;5,74
2607505;Itaíba;16,6
3522158;Itaóca;0
2404903;Itaú;1,85
3133758;Itaú de Minas;9,69
5104559;Itaúba;46,22
3133808;Itaúna;23,27
4111308;Itaúna do Sul;3,77
3134004;Itinga;8,14
2105427;Itinga do Maranhão;6,79
5104609;Itiquira;0,81
3523602;Itirapina;7,69
3523701;Itirapuã;0
2916906;Itiruçu;11,03
2917003;Itiúba;31,99
3523800;Itobi;5,11
2917102;Itororó;10,29
3523909;Itu;31,67
2917201;Ituaçu;20
2917300;Ituberá;17,51
3134103;Itueta;1,3
3134202;Ituiutaba;18,86
5211503;Itumbiara;20,97
3134301;Itumirim;1,69
3524006;Itupeva;51,12
1503705;Itupiranga;31,95
4208500;Ituporanga;21,37
3134400;Iturama;15,75
3134509;Itutinga;0
3524105;Ituverava;28,29
4208005;Itá;21,98
3522703;Itápolis;11,26
2917334;Iuiú;0
4111506;Ivaiporã;23,19
4111605;Ivatuba;107,4
4111555;Ivaté;1,09
4111407;Ivaí;10,59
5004700;Ivinhema;32,75
5211602;Ivolândia;4,36
4310751;Ivorá;5,08
4310801;Ivoti;16,7
4207007;Içara;14,01
3203007;Iúna;22,45
2607901;Jaboatão dos Guararapes;19,3
2917359;Jaborandi;1,27
3524204;Jaborandi;21,36
4208609;Jaborá;0,9
4111704;Jaboti;3,73
4310850;Jaboticaba;10,82
3524303;Jaboticabal;13,42
3134608;Jaboticatubas;19,31
2917409;Jacaraci;4,58
2507309;Jacaraú;5,52
1503754;Jacareacanga;10,36
4111803;Jacarezinho;11,3
3524402;Jacareí;13,89
2703403;Jacaré dos Homens;0
3524501;Jaci;3,83
5104807;Jaciara;16,83
3134707;Jacinto;13,89
4208708;Jacinto Machado;20,65
2917508;Jacobina;15,27
2205151;Jacobina do Piauí;72,65
4310876;Jacuizinho;0
1503804;Jacundá;12,66
3524600;Jacupiranga;3,32
3134905;Jacutinga;8,34
4310900;Jacutinga;0
3134806;Jacuí;26,32
2703502;Jacuípe;0
4111902;Jaguapitã;27,6
2917607;Jaguaquara;16,09
2917706;Jaguarari;5,69
3135001;Jaguaraçu;0
2306702;Jaguaretama;12,85
4311106;Jaguari;20,32
4112009;Jaguariaíva;3,88
2306801;Jaguaribara;20,48
2306900;Jaguaribe;22,25
2917805;Jaguaripe;0
3524709;Jaguariúna;243,59
2307007;Jaguaruana;13,61
4208807;Jaguaruna;12,62
4311007;Jaguarão;18,89
3203056;Jaguaré;6,96
2205201;Jaicós;17,53
3524808;Jales;34,97
3524907;Jambeiro;29,02
3135076;Jampruca;0
3135100;Janaúba;22,68
5211701;Jandaia;7,44
4112108;Jandaia do Sul;12,46
2405108;Jandaíra;12,33
2917904;Jandaíra;0
3525003;Jandira;15,5
2405207;Janduís;0
5104906;Jangada;0,9
4112207;Janiópolis;0
3135209;Januária;32,34
2405306;Januário Cicco (Boa Saúde);0
2703601;Japaratinga;1,27
2803302;Japaratuba;2,81
3135308;Japaraíba;19,07
3302270;Japeri;14,39
2405405;Japi;24,72
4112306;Japira;4,18
2803401;Japoatã;0,54
3135357;Japonvar;1,62
5004809;Japorã;1,17
1302108;Japurá;0
4112405;Japurá;26,7
2607950;Jaqueira;40,85
4311122;Jaquirana;0
5004908;Jaraguari;1,66
5211800;Jaraguá;14,55
4208906;Jaraguá do Sul;29,33
2703700;Jaramataia;0
2307106;Jardim;12,4
5005004;Jardim;23,76
4112504;Jardim Alegre;7,26
4112603;Jardim Olinda;0
2405504;Jardim de Angicos;0
2405603;Jardim de Piranhas;6,94
2205250;Jardim do Mulato;0
2405702;Jardim do Seridó;10,76
3525102;Jardinópolis;8,02
4208955;Jardinópolis;15,58
4311130;Jari;3,38
3525201;Jarinu;3,05
1100114;Jaru;14,25
4112702;Jataizinho;14,08
5211909;Jataí;12,89
2608008;Jataúba;5,74
5005103;Jateí;0,72
2307205;Jati;0
2105450;Jatobá;0
2608057;Jatobá;11,97
2205276;Jatobá do Piauí;32,26
5212006;Jaupaci;2,39
5105002;Jauru;23,81
2405009;Jaçanã;20,2
3135050;Jaíba;5,69
3525300;Jaú;16,56
1711506;Jaú do Tocantins;0
3135407;Jeceaba;0
3135456;Jenipapo de Minas;12,92
2105476;Jenipapo dos Vieiras;0
3135506;Jequeri;2,23
3135605;Jequitaí;12,68
3135704;Jequitibá;5,99
3135803;Jequitinhonha;34,36
2703759;Jequiá da Praia;0,89
2918001;Jequié;21,37
2918100;Jeremoabo;16,21
2507408;Jericó;0
3525409;Jeriquara;1,16
2205300;Jerumenha;0
3203106;Jerônimo Monteiro;11,37
3135902;Jesuânia;0
4112751;Jesuítas;30,47
5212055;Jesúpolis;65,74
1100122;Ji-Paraná;25,65
2307254;Jijoca de Jericoacoara;7,94
2918209;Jiquiriçá;0,49
2918308;Jitaúna;0,4
3136108;Joanésia;10,42
3525508;Joanópolis;11,46
3136405;Joaquim Felício;9,33
2703809;Joaquim Gomes;10,53
2608206;Joaquim Nabuco;5,33
2205409;Joaquim Pires;6,22
4112801;Joaquim Távora;11,43
4209003;Joaçaba;34,54
3136009;Joaíma;39,31
2513653;Joca Claudino;0
2205458;Joca Marques;0
4209102;Joinville;47,08
3136504;Jordânia;72,26
1200328;Jordão;0
2105609;Joselândia;67,8
3136579;Josenópolis;0
4209151;José Boiteux;2,72
3525706;José Bonifácio;25,49
3136520;José Gonçalves de Minas;24,39
3136553;José Raydan;1,99
2406007;José da Penha;0
2205508;José de Freitas;26,83
5212105;Joviânia;9,59
2608107;João Alfredo;4,51
2205359;João Costa;0
2405801;João Câmara;7,73
2405900;João Dias;0
2918357;João Dourado;8,7
2105500;João Lisboa;7,89
3136207;João Monlevade;18,01
3203130;João Neiva;27,06
2507507;João Pessoa;25,82
3136306;João Pinheiro;14,54
3525607;João Ramalho;15,32
5105101;Juara;17,65
2507606;Juarez Távora;4,75
1711803;Juarina;0
3136652;Juatuba;2,25
2507705;Juazeirinho;2,94
2918407;Juazeiro;16,29
2307304;Juazeiro do Norte;31,9
2205516;Juazeiro do Piauí;0
2608255;Jucati;12,73
2406106;Jucurutu;1,7
2918456;Jucuruçu;12,61
2307403;Jucás;12,16
3136702;Juiz de Fora;29,99
3525854;Jumirim;0
2105658;Junco do Maranhão;9,09
2507804;Junco do Seridó;0
3525904;Jundiaí;44,22
4112900;Jundiaí do Sul;3,62
2406155;Jundiá;0
2703908;Jundiá;0
2704005;Junqueiro;4,81
3526001;Junqueirópolis;12,27
2608305;Jupi;27,78
4209177;Jupiá;0
3526209;Juquitiba;2,67
3526100;Juquiá;14,79
3136801;Juramento;5,26
4112959;Juranda;19,51
2205532;Jurema;0
2608404;Jurema;1,8
2507903;Juripiranga;6,42
2508000;Juru;19,12
3136900;Juruaia;9,89
5105176;Juruena;12,61
1503903;Juruti;14,85
1302207;Juruá;0
5105200;Juscimeira;4,78
2918506;Jussara;3,42
4113007;Jussara;1,45
5212204;Jussara;28,18
2918555;Jussari;0
2918605;Jussiape;4,24
1302306;Jutaí;0,95
5005152;Juti;6,17
3136959;Juvenília;4,04
5105150;Juína;37,5
4311155;Jóia;11,4
2205524;Júlio Borges;0
3525805;Júlio Mesquita;2,21
4311205;Júlio de Castilhos;22,81
4113106;Kaloré;21,74
4209201;Lacerdópolis;2,65
3137007;Ladainha;37,36
5005202;Ladário;7,51
2918704;Lafaiete Coutinho;10,8
3137106;Lagamar;21,19
2803500;Lagarto;38,09
4209300;Lages;37,63
2105906;Lago Verde;29,48
2105708;Lago da Pedra;9,59
2105807;Lago do Junco;0
2105948;Lago dos Rodrigues;47,95
2508109;Lagoa;75,04
2205557;Lagoa Alegre;3,38
4311239;Lagoa Bonita do Sul;0
3137403;Lagoa Dourada;6,07
3137502;Lagoa Formosa;5,37
2608750;Lagoa Grande;5,89
3137536;Lagoa Grande;9,13
2105963;Lagoa Grande do Maranhão;2,24
2406502;Lagoa Nova;2,2
2918803;Lagoa Real;1,91
2406601;Lagoa Salgada;3,6
3137601;Lagoa Santa;41,78
5212253;Lagoa Santa;11,36
2508307;Lagoa Seca;12,17
4311304;Lagoa Vermelha;18,11
2406205;Lagoa d'Anta;0
2704104;Lagoa da Canoa;9,26
1711902;Lagoa da Confusão;20,89
3137205;Lagoa da Prata;16,37
2508208;Lagoa de Dentro;1,46
2608503;Lagoa de Itaenga;4,36
2406304;Lagoa de Pedras;0
2205573;Lagoa de São Francisco;16,71
2406403;Lagoa de Velhos;3,26
2205565;Lagoa do Barro do Piauí;0
2608453;Lagoa do Carro;9,93
2105922;Lagoa do Mato;0
2608602;Lagoa do Ouro;15,08
2205581;Lagoa do Piauí;14,61
2205599;Lagoa do Sítio;11,67
1711951;Lagoa do Tocantins;14,45
2608701;Lagoa dos Gatos;8,02
3137304;Lagoa dos Patos;1,95
4311270;Lagoa dos Três Cantos;0
3526308;Lagoinha;13,92
2205540;Lagoinha do Piauí;5,95
4311254;Lagoão;20,2
4209409;Laguna;19,9
5005251;Laguna Carapã;0,44
2918902;Laje;0
3302304;Laje do Muriaé;4,65
1712009;Lajeado;1,96
4311403;Lajeado;26,84
4209458;Lajeado Grande;2,92
2105989;Lajeado Novo;0
4311429;Lajeado do Bugre;0
2919058;Lajedinho;2,13
2608800;Lajedo;34,93
2918753;Lajedo do Tabocal;5,73
2919009;Lajedão;0
2406700;Lajes;8,94
2406809;Lajes Pintadas;0
3137700;Lajinha;8,41
2919108;Lamarão;21,62
3137809;Lambari;26,29
5105234;Lambari D'Oeste;4,98
3137908;Lamim;0
2205607;Landri Sales;0
4113205;Lapa;9,71
2919157;Lapão;5,29
3203163;Laranja da Terra;21,83
3138005;Laranjal;6,2
4113254;Laranjal;7,49
3526407;Laranjal Paulista;265,86
1600279;Laranjal do Jari;7,04
2803609;Laranjeiras;10,46
4113304;Laranjeiras do Sul;23,45
3138104;Lassance;2,71
2508406;Lastro;0
4209508;Laurentino;10,09
4209607;Lauro Muller;13,92
2919207;Lauro de Freitas;25,27
1712157;Lavandeira;0
3138203;Lavras;23,64
2307502;Lavras da Mangabeira;3,31
4311502;Lavras do Sul;0
3526605;Lavrinhas;0
3526506;Lavínia;2,83
3138302;Leandro Ferreira;0
4209706;Lebon Régis;11,5
3526704;Leme;39,97
3138351;Leme do Prado;10,53
2919306;Lençóis;5,58
3526803;Lençóis Paulista;20,17
4209805;Leoberto Leal;1,9
3138401;Leopoldina;30,54
5212303;Leopoldo de Bulhões;6,66
4113403;Leópolis;15,19
4311601;Liberato Salzano;3,39
3138500;Liberdade;17
2919405;Licínio de Almeida;3,52
4113429;Lidianópolis;0
2106003;Lima Campos;36,21
3138609;Lima Duarte;37,55
